Mod:Item:MetaData, Localized Name
IC2:itemToolDrill, ic2.itemToolDrill.name
IC2:itemToolDDrill, ic2.itemToolDDrill.name
IC2:itemToolIridiumDrill, ic2.itemToolIridiumDrill.name
IC2:itemToolChainsaw, ic2.itemToolChainsaw.name
IC2:itemToolWrenchElectric, ic2.itemToolWrenchElectric.name
IC2:itemTreetapElectric, ic2.itemTreetapElectric.name
IC2:itemToolMiningLaser, ic2.itemToolMiningLaser.name
IC2:itemToolMEter, ic2.itemToolMEter.name
IC2:itemScanner, ic2.itemScanner.name
IC2:itemScannerAdv, ic2.itemScannerAdv.name
IC2:obscurator, ic2.obscurator.name
IC2:itemFreq, ic2.itemFreq.name
IC2:itemNanoSaber, ic2.itemNanoSaber.name
IC2:plasmaLauncher, ic2.plasmaLauncher.name
IC2:windmeter, ic2.windmeter.name
IC2:itemArmorHazmatHelmet, ic2.itemArmorHazmatHelmet.name
IC2:itemArmorHazmatChestplate, ic2.itemArmorHazmatChestplate.name
IC2:itemArmorHazmatLeggings, ic2.itemArmorHazmatLeggings.name
IC2:itemArmorRubBoots, ic2.itemArmorRubBoots.name
IC2:itemArmorBronzeHelmet, ic2.itemArmorBronzeHelmet.name
IC2:itemArmorBronzeChestplate, ic2.itemArmorBronzeChestplate.name
IC2:itemArmorBronzeLegs, ic2.itemArmorBronzeLegs.name
IC2:itemArmorBronzeBoots, ic2.itemArmorBronzeBoots.name
IC2:itemArmorAlloyChestplate, ic2.itemArmorAlloyChestplate.name
IC2:itemArmorNanoHelmet, ic2.itemArmorNanoHelmet.name
IC2:itemArmorNanoChestplate, ic2.itemArmorNanoChestplate.name
IC2:itemArmorNanoLegs, ic2.itemArmorNanoLegs.name
IC2:itemArmorNanoBoots, ic2.itemArmorNanoBoots.name
IC2:itemArmorQuantumHelmet, ic2.itemArmorQuantumHelmet.name
IC2:itemArmorQuantumChestplate, ic2.itemArmorQuantumChestplate.name
IC2:itemArmorQuantumLegs, ic2.itemArmorQuantumLegs.name
IC2:itemArmorQuantumBoots, ic2.itemArmorQuantumBoots.name
IC2:itemArmorJetpack, ic2.itemArmorJetpack.name
IC2:itemArmorJetpackElectric, ic2.itemArmorJetpackElectric.name
IC2:itemArmorBatpack, ic2.itemArmorBatpack.name
IC2:itemArmorAdvBatpack, ic2.itemArmorAdvBatpack.name
IC2:itemArmorEnergypack, ic2.itemArmorEnergypack.name
IC2:itemArmorCFPack, ic2.itemArmorCFPack.name
IC2:itemSolarHelmet, ic2.itemSolarHelmet.name
IC2:itemStaticBoots, ic2.itemStaticBoots.name
IC2:itemNightvisionGoggles, ic2.itemNightvisionGoggles.name
IC2:itemBatREDischarged, ic2.itemBatREDischarged.name
IC2:itemBatRE, ic2.itemBatRE.name
IC2:itemAdvBat, ic2.itemAdvBat.name
IC2:itemBatCrystal, ic2.itemBatCrystal.name
IC2:itemBatLamaCrystal, ic2.itemBatLamaCrystal.name
IC2:itemBatSU, ic2.itemBatSU.name
IC2:itemBatChargeRE, ic2.itemBatChargeRE.name
IC2:itemBatChargeAdv, ic2.itemBatChargeAdv.name
IC2:itemBatChargeCrystal, ic2.itemBatChargeCrystal.name
IC2:itemBatChargeLamaCrystal, ic2.itemBatChargeLamaCrystal.name
IC2:itemCable:0, ic2.itemCable
IC2:itemCable:1, ic2.itemCableO
IC2:itemCable:2, ic2.itemGoldCable
IC2:itemCable:3, ic2.itemGoldCableI
IC2:itemCable:5, ic2.itemIronCable
IC2:itemCable:6, ic2.itemIronCableI
IC2:itemCable:9, ic2.itemGlassCable
IC2:itemCable:10, ic2.itemTinCable
IC2:itemCable:11, ic2.itemDetectorCable
IC2:itemCable:12, ic2.itemSplitterCable
IC2:itemCable:13, ic2.itemTinCableI
IC2:itemCellEmpty:0, ic2.itemCellEmpty
IC2:itemCellEmpty:1, ic2.itemCellWater
IC2:itemCellEmpty:2, ic2.itemCellLava
IC2:itemCellEmpty:3, ic2.itemCellUuMatter
IC2:itemCellEmpty:4, ic2.itemCellCF
IC2:itemCellEmpty:5, ic2.itemCellAir
IC2:itemCellEmpty:6, ic2.itemCellBiomass
IC2:itemCellEmpty:7, ic2.itemCellBiogas
IC2:itemCellEmpty:8, ic2.itemCellWaterElectro
IC2:itemCellEmpty:9, ic2.itemCellCoolant
IC2:itemCellEmpty:10, ic2.itemCellHotCoolant
IC2:itemCellEmpty:11, ic2.itemCellPahoehoelava
IC2:itemCellEmpty:12, ic2.itemCellDistilledWater
IC2:itemCellEmpty:13, ic2.itemCellSuperheatedSteam
IC2:itemCellEmpty:14, ic2.itemCellSteam
IC2:itemTinCan, ic2.itemTinCan.name
IC2:itemTinCanFilled, ic2.itemTinCanFilled.name
IC2:reactorMOXSimple, ic2.reactorMOXSimple.name
IC2:reactorMOXDual, ic2.reactorMOXDual.name
IC2:reactorMOXQuad, ic2.reactorMOXQuad.name
IC2:reactorUraniumSimple, ic2.reactorUraniumSimple.name
IC2:reactorUraniumDual, ic2.reactorUraniumDual.name
IC2:reactorUraniumQuad, ic2.reactorUraniumQuad.name
IC2:reactorMOXSimpledepleted, ic2.reactorMOXSimpledepleted.name
IC2:reactorMOXDualdepleted, ic2.reactorMOXDualdepleted.name
IC2:reactorMOXQuaddepleted, ic2.reactorMOXQuaddepleted.name
IC2:reactorUraniumSimpledepleted, ic2.reactorUraniumSimpledepleted.name
IC2:reactorUraniumDualdepleted, ic2.reactorUraniumDualdepleted.name
IC2:reactorUraniumQuaddepleted, ic2.reactorUraniumQuaddepleted.name
IC2:reactorCoolantSimple, ic2.reactorCoolantSimple.name
IC2:reactorCoolantTriple, ic2.reactorCoolantTriple.name
IC2:reactorCoolantSix, ic2.reactorCoolantSix.name
IC2:reactorPlating, ic2.reactorPlating.name
IC2:reactorPlatingHeat, ic2.reactorPlatingHeat.name
IC2:reactorPlatingExplosive, ic2.reactorPlatingExplosive.name
IC2:reactorHeatSwitch, ic2.reactorHeatSwitch.name
IC2:reactorHeatSwitchCore, ic2.reactorHeatSwitchCore.name
IC2:reactorHeatSwitchSpread, ic2.reactorHeatSwitchSpread.name
IC2:reactorHeatSwitchDiamond, ic2.reactorHeatSwitchDiamond.name
IC2:reactorVent, ic2.reactorVent.name
IC2:reactorVentCore, ic2.reactorVentCore.name
IC2:reactorVentGold, ic2.reactorVentGold.name
IC2:reactorVentSpread, ic2.reactorVentSpread.name
IC2:reactorVentDiamond, ic2.reactorVentDiamond.name
IC2:reactorReflector, ic2.reactorReflector.name
IC2:reactorReflectorThick, ic2.reactorReflectorThick.name
IC2:reactorCondensator, ic2.reactorCondensator.name
IC2:reactorCondensatorLap, ic2.reactorCondensatorLap.name
IC2:itemTFBP, ic2.itemTFBP.name
IC2:itemTFBPCultivation, ic2.itemTFBPCultivation.name
IC2:itemTFBPIrrigation, ic2.itemTFBPIrrigation.name
IC2:itemTFBPChilling, ic2.itemTFBPChilling.name
IC2:itemTFBPDesertification, ic2.itemTFBPDesertification.name
IC2:itemTFBPFlatification, ic2.itemTFBPFlatification.name
IC2:itemTFBPMushroom, ic2.itemTFBPMushroom.name
IC2:itemPartCoalBall, ic2.itemPartCoalBall.name
IC2:itemPartCoalBlock, ic2.itemPartCoalBlock.name
IC2:itemPartCoalChunk, ic2.itemPartCoalChunk.name
IC2:itemPartIndustrialDiamond, ic2.itemPartIndustrialDiamond.name
IC2:itemSlag, ic2.itemSlag.name
IC2:itemScrap, ic2.itemScrap.name
IC2:itemScrapbox, ic2.itemScrapbox.name
IC2:itemFuelPlantBall, ic2.itemFuelPlantBall.name
IC2:itemBiochaff, ic2.itemBiochaff.name
IC2:itemToolPainter, ic2.itemToolPainter.name
IC2:itemToolPainterBlack, ic2.itemToolPainterBlack.name
IC2:itemToolPainterRed, ic2.itemToolPainterRed.name
IC2:itemToolPainterGreen, ic2.itemToolPainterGreen.name
IC2:itemToolPainterBrown, ic2.itemToolPainterBrown.name
IC2:itemToolPainterBlue, ic2.itemToolPainterBlue.name
IC2:itemToolPainterPurple, ic2.itemToolPainterPurple.name
IC2:itemToolPainterCyan, ic2.itemToolPainterCyan.name
IC2:itemToolPainterLightGrey, ic2.itemToolPainterLightGrey.name
IC2:itemToolPainterDarkGrey, ic2.itemToolPainterDarkGrey.name
IC2:itemToolPainterPink, ic2.itemToolPainterPink.name
IC2:itemToolPainterLime, ic2.itemToolPainterLime.name
IC2:itemToolPainterYellow, ic2.itemToolPainterYellow.name
IC2:itemToolPainterCloud, ic2.itemToolPainterCloud.name
IC2:itemToolPainterMagenta, ic2.itemToolPainterMagenta.name
IC2:itemToolPainterOrange, ic2.itemToolPainterOrange.name
IC2:itemToolPainterWhite, ic2.itemToolPainterWhite.name
IC2:itemDynamite, ic2.itemDynamite.name
IC2:itemDynamiteSticky, ic2.itemDynamiteSticky.name
IC2:itemRemote, ic2.itemRemote.name
IC2:upgradeModule:0, ic2.overclockerUpgrade
IC2:upgradeModule:1, ic2.transformerUpgrade
IC2:upgradeModule:2, ic2.energyStorageUpgrade
IC2:upgradeModule:3, ic2.ejectorUpgrade
IC2:upgradeModule:4, ic2.fluidEjectorUpgrade
IC2:upgradeModule:5, ic2.redstoneinvUpgrade
IC2:upgradeModule:6, ic2.pullingUpgrade
IC2:itemCoin, ic2.itemCoin.name
IC2:itemDoorAlloy, ic2.itemDoorAlloy.name
IC2:itemPartCFPowder, ic2.itemPartCFPowder.name
IC2:itemGrinPowder, ic2.itemGrinPowder.name
IC2:itemDebug, ic2.itemDebug.name
IC2:itemBoat:0, ic2.boatCarbon
IC2:itemBoat:1, ic2.boatRubber
IC2:itemBoat:2, ic2.boatRubberBroken
IC2:itemBoat:3, ic2.boatElectric
IC2:itemWeedingTrowel, ic2.itemWeedingTrowel.name
IC2:itemWeed, ic2.itemWeed.name
IC2:itemCropSeed, ic2.itemCropSeed.name
IC2:itemCropnalyzer, ic2.itemCropnalyzer.name
IC2:itemFertilizer, ic2.itemFertilizer.name
IC2:itemCellHydrant, ic2.itemCellHydrant.name
IC2:itemToolHoe, ic2.itemToolHoe.name
IC2:itemTerraWart, ic2.itemTerraWart.name
IC2:itemWeedEx, ic2.itemWeedEx.name
IC2:itemMugEmpty, ic2.itemMugEmpty.name
IC2:itemCofeeBeans, ic2.itemCofeeBeans.name
IC2:itemCofeePowder, ic2.itemCofeePowder.name
IC2:itemMugCoffee:0, ic2.itemMugCoffee_0
IC2:itemMugCoffee:1, ic2.itemMugCoffee_1
IC2:itemMugCoffee:2, ic2.itemMugCoffee_2
IC2:itemHops, ic2.itemHops.name
IC2:itemBarrel, ic2.itemBarrel.name
IC2:itemMugBooze, ic2.itemMugBooze.name
IC2:itemwoodrotor, ic2.itemwoodrotor.name
IC2:itemironrotor, ic2.itemironrotor.name
IC2:itemsteelrotor, ic2.itemsteelrotor.name
IC2:itemwcarbonrotor, ic2.itemwcarbonrotor.name
IC2:itemSteamTurbine, ic2.itemSteamTurbine.name
IC2:itemSteamTurbineBlade, ic2.itemSteamTurbineBlade.name
IC2:itemIronBlockCuttingBlade, ic2.itemIronBlockCuttingBlade.name
IC2:itemAdvIronBlockCuttingBlade, ic2.itemAdvIronBlockCuttingBlade.name
IC2:itemDiamondBlockCuttingBlade, ic2.itemDiamondBlockCuttingBlade.name
Railcraft:fluid.creosote.bucket, Creosote Bucket
Railcraft:fluid.creosote.bottle, Creosote Bottle
Railcraft:fluid.creosote.can, Creosote Can
Railcraft:fluid.creosote.cell, Creosote Cell
Railcraft:fluid.creosote.wax, Creosote Capsule
Railcraft:fluid.creosote.refactory, Creosote Capsule
Railcraft:fluid.steam.bottle, Steam Bottle
Railcraft:tool.crowbar, Crowbar
Railcraft:tool.crowbar.reinforced, Reinforced Crowbar
Railcraft:tool.magnifying.glass, Magnifying Glass
Railcraft:armor.goggles, Trackman's Goggles
Railcraft:part.circuit:0, Controller Circuit
Railcraft:part.circuit:1, Receiver Circuit
Railcraft:part.circuit:2, Signal Circuit
Railcraft:tool.steel.shears, Steel Shears
Railcraft:tool.steel.sword, Steel Sword
Railcraft:tool.steel.shovel, Steel Shovel
Railcraft:tool.steel.pickaxe, Steel Pickaxe
Railcraft:tool.steel.axe, Steel Axe
Railcraft:tool.steel.hoe, Steel Hoe
Railcraft:armor.steel.helmet, Steel Helmet
Railcraft:armor.steel.plate, Steel Chestplate
Railcraft:armor.steel.legs, Steel Leggings
Railcraft:armor.steel.boots, Steel Boots
Railcraft:armor.overalls, Engineer's Overalls
Railcraft:nugget:0, Iron Nugget
Railcraft:nugget:1, Steel Nugget
Railcraft:nugget:2, Copper Nugget
Railcraft:nugget:3, Tin Nugget
Railcraft:nugget:4, Lead Nugget
Railcraft:ingot:0, Steel Ingot
Railcraft:ingot:1, Copper Ingot
Railcraft:ingot:2, Tin Ingot
Railcraft:ingot:3, Lead Ingot
Railcraft:part.railbed:0, Wooden Railbed
Railcraft:part.railbed:1, Stone Railbed
Railcraft:part.tie:0, Wooden Tie
Railcraft:part.tie:1, Stone Tie
Railcraft:part.rebar, Rebar
Railcraft:part.rail:0, Standard Rail
Railcraft:part.rail:1, Advanced Rail
Railcraft:part.rail:2, Wooden Rail
Railcraft:part.rail:3, H.S. Rail
Railcraft:part.rail:4, Reinforced Rail
Railcraft:part.rail:5, Electric Rail
Railcraft:fuel.coke, Coal Coke
Railcraft:part.plate:0, Iron Plate
Railcraft:part.plate:1, Steel Plate
Railcraft:part.plate:2, Tin Plate
Railcraft:part.plate:3, Copper Plate
Railcraft:part.plate:4, item.railcraft.part.plate.lead.name
Railcraft:dust:0, Obsidian Dust
Railcraft:dust:1, Sulfur
Railcraft:dust:2, Saltpeter
Railcraft:dust:3, Charcoal Dust
Railcraft:part.gear:0, Gold-Plate Gear
Railcraft:part.gear:1, Iron Gear
Railcraft:part.gear:2, Steel Gear
Railcraft:part.gear:3, Tin Gear Bushing
Railcraft:cart.tnt.wood:0, Wooden TNT Cart
Railcraft:cart.work:0, Work Cart
Railcraft:tool.surveyor:0, Signal Block Surveyor
Railcraft:tool.signal.tuner:0, Signal Tuner
Railcraft:tool.signal.label, Signal Label
Railcraft:part.signal.lamp, Signal Lamp
Railcraft:part.bleached.clay, Bleached Clay
Railcraft:cart.bore:0, Tunnel Bore
Railcraft:borehead.diamond, Diamond Bore Head
Railcraft:borehead.steel, Steel Bore Head
Railcraft:borehead.iron, Iron Bore Head
Railcraft:cart.track.relayer:0, Track Relayer Cart
Railcraft:cart.undercutter:0, Undercutter Cart
Railcraft:cart.track.layer:0, Track Layer Cart
Railcraft:cart.track.remover:0, Track Remover Cart
Railcraft:cart.tank:0, Tank Cart
Railcraft:cart.cargo:0, Cargo Cart
Railcraft:upgrade.lapotron, item.railcraft.upgrade.lapotron.name
Railcraft:cart.energy.batbox:0, Batbox Cart
Railcraft:cart.energy.mfe:0, MFE Cart
Railcraft:cart.energy.cesu:0, CESU Cart
Railcraft:cart.anchor:0, Anchor Cart
Railcraft:cart.anchor.personal:0, Personal Anchor Cart
Railcraft:cart.anchor.admin:0, Admin Anchor Cart
Railcraft:cart.pumpkin:0, Pumpkin Cart
Railcraft:cart.gift:0, Gift Cart
Railcraft:tool.whistle.tuner, Whistle Tuner
Railcraft:routing.table, Routing Table
Railcraft:routing.ticket.gold, Golden Railway Ticket
Railcraft:routing.ticket, Railway Ticket
Railcraft:emblem, Emblem
Railcraft:firestone.raw, Raw Firestone
Railcraft:firestone.cut, Cut Firestone
Railcraft:firestone.refined, Refined Firestone
Railcraft:firestone.cracked, Cracked Firestone
Railcraft:tool.electric.meter, Electric Meter
Railcraft:part.turbine.rotor, Turbine Rotor
Railcraft:part.turbine.disk, Turbine Disk
Railcraft:part.turbine.blade, Turbine Blade
Railcraft:cart.redstone.flux:0, Redstone Flux Cart
tfctech:item.Aluminum Dust, Aluminum Dust
tfctech:item.Bauxite Dust, Bauxite Dust
tfctech:item.Constantan Dust, Constantan Dust
tfctech:item.Electrum Dust, Electrum Dust
tfctech:item.Invar Dust, Invar Dust
tfctech:item.Bismuth Dust, Bismuth Dust
tfctech:item.Bismuth Bronze Dust, Bismuth Bronze Dust
tfctech:item.Black Bronze Dust, Black Bronze Dust
tfctech:item.Black Steel Dust, Black Steel Dust
tfctech:item.Blue Steel Dust, Blue Steel Dust
tfctech:item.Brass Dust, Brass Dust
tfctech:item.Bronze Dust, Bronze Dust
tfctech:item.Copper Dust, Copper Dust
tfctech:item.Gold Dust, Gold Dust
tfctech:item.Wrought Iron Dust, Wrought Iron Dust
tfctech:item.Lead Dust, Lead Dust
tfctech:item.Nickel Dust, Nickel Dust
tfctech:item.Pig Iron Dust, Pig Iron Dust
tfctech:item.Platinum Dust, Platinum Dust
tfctech:item.Red Steel Dust, Red Steel Dust
tfctech:item.Rose Gold Dust, Rose Gold Dust
tfctech:item.Silver Dust, Silver Dust
tfctech:item.Steel Dust, Steel Dust
tfctech:item.Sterling Silver Dust, Sterling Silver Dust
tfctech:item.Tin Dust, Tin Dust
tfctech:item.Zinc Dust, Zinc Dust
tfctech:item.Aluminum Nugget, Aluminum Nugget
tfctech:item.Constantan Nugget, Constantan Nugget
tfctech:item.Electrum Nugget, Electrum Nugget
tfctech:item.Invar Nugget, Invar Nugget
tfctech:item.Bismuth Nugget, Bismuth Nugget
tfctech:item.Bismuth Bronze Nugget, Bismuth Bronze Nugget
tfctech:item.Black Bronze Nugget, Black Bronze Nugget
tfctech:item.Black Steel Nugget, Black Steel Nugget
tfctech:item.Blue Steel Nugget, Blue Steel Nugget
tfctech:item.Brass Nugget, Brass Nugget
tfctech:item.Bronze Nugget, Bronze Nugget
tfctech:item.Copper Nugget, Copper Nugget
tfctech:item.Gold Nugget, Gold Nugget
tfctech:item.Wrought Iron Nugget, Wrought Iron Nugget
tfctech:item.Lead Nugget, Lead Nugget
tfctech:item.Nickel Nugget, Nickel Nugget
tfctech:item.Pig Iron Nugget, Pig Iron Nugget
tfctech:item.Platinum Nugget, Platinum Nugget
tfctech:item.Red Steel Nugget, Red Steel Nugget
tfctech:item.Rose Gold Nugget, Rose Gold Nugget
tfctech:item.Silver Nugget, Silver Nugget
tfctech:item.Steel Nugget, Steel Nugget
tfctech:item.Sterling Silver Nugget, Sterling Silver Nugget
tfctech:item.Tin Nugget, Tin Nugget
tfctech:item.Zinc Nugget, Zinc Nugget
tfctech:item.Aluminum Ingot, Aluminum Ingot
tfctech:item.Aluminum Double Ingot, Aluminum Double Ingot
tfctech:item.Aluminum Unshaped, Unshaped: Aluminum
tfctech:item.Electrum Ingot, Electrum Ingot
tfctech:item.Electrum Double Ingot, Electrum Double Ingot
tfctech:item.Electrum Unshaped, Unshaped: Electrum
tfctech:item.Constantan Ingot, Constantan Ingot
tfctech:item.Constantan Double Ingot, Constantan Double Ingot
tfctech:item.Constantan Unshaped, Unshaped: Constantan
tfctech:item.Invar Ingot, Invar Ingot
tfctech:item.Invar Double Ingot, Invar Double Ingot
tfctech:item.Invar Unshaped, Unshaped: Invar
tfctech:item.Ore:0, Bauxite
tfctech:item.Ore:1, Rich Bauxite
tfctech:item.Ore:2, Poor Bauxite
tfctech:item.Small Ore:0, Small Bauxite
tfctech:item.Aluminum Plate, Aluminum Plate
tfctech:item.Constantan Plate, Constantan Plate
tfctech:item.Electrum Plate, Electrum Plate
tfctech:item.Invar Plate, Invar Plate
tfctech:item.Bismuth Plate, Bismuth Plate
tfctech:item.Bismuth Bronze Plate, Bismuth Bronze Plate
tfctech:item.Black Bronze Plate, Black Bronze Plate
tfctech:item.Black Steel Plate, Black Steel Plate
tfctech:item.Blue Steel Plate, Blue Steel Plate
tfctech:item.Brass Plate, Brass Plate
tfctech:item.Bronze Plate, Bronze Plate
tfctech:item.Copper Plate, Copper Plate
tfctech:item.Gold Plate, Gold Plate
tfctech:item.Wrought Iron Plate, Wrought Iron Plate
tfctech:item.Lead Plate, Lead Plate
tfctech:item.Nickel Plate, Nickel Plate
tfctech:item.Pig Iron Plate, Pig Iron Plate
tfctech:item.Platinum Plate, Platinum Plate
tfctech:item.Red Steel Plate, Red Steel Plate
tfctech:item.Rose Gold Plate, Rose Gold Plate
tfctech:item.Silver Plate, Silver Plate
tfctech:item.Steel Plate, Steel Plate
tfctech:item.Sterling Silver Plate, Sterling Silver Plate
tfctech:item.Tin Plate, Tin Plate
tfctech:item.Zinc Plate, Zinc Plate
tfctech:item.Dense Aluminum Plate, Dense Aluminum Plate
tfctech:item.Dense Constantan Plate, Dense Constantan Plate
tfctech:item.Dense Electrum Plate, Dense Electrum Plate
tfctech:item.Dense Invar Plate, Dense Invar Plate
tfctech:item.Dense Bismuth Plate, Dense Bismuth Plate
tfctech:item.Dense Bismuth Bronze Plate, Dense Bismuth Bronze Plate
tfctech:item.Dense Black Bronze Plate, Dense Black Bronze Plate
tfctech:item.Dense Black Steel Plate, Dense Black Steel Plate
tfctech:item.Dense Blue Steel Plate, Dense Blue Steel Plate
tfctech:item.Dense Brass Plate, Dense Brass Plate
tfctech:item.Dense Bronze Plate, Dense Bronze Plate
tfctech:item.Dense Copper Plate, Dense Copper Plate
tfctech:item.Dense Gold Plate, Dense Gold Plate
tfctech:item.Dense Wrought Iron Plate, Dense Wrought Iron Plate
tfctech:item.Dense Lead Plate, Dense Lead Plate
tfctech:item.Dense Nickel Plate, Dense Nickel Plate
tfctech:item.Dense Pig Iron Plate, Dense Pig Iron Plate
tfctech:item.Dense Platinum Plate, Dense Platinum Plate
tfctech:item.Dense Red Steel Plate, Dense Red Steel Plate
tfctech:item.Dense Rose Gold Plate, Dense Rose Gold Plate
tfctech:item.Dense Silver Plate, Dense Silver Plate
tfctech:item.Dense Steel Plate, Dense Steel Plate
tfctech:item.Dense Sterling Silver Plate, Dense Sterling Silver Plate
tfctech:item.Dense Tin Plate, Dense Tin Plate
tfctech:item.Dense Zinc Plate, Dense Zinc Plate
tfctech:item.Aluminum Sheet, Aluminum Sheet
tfctech:item.Electrum Sheet, Electrum Sheet
tfctech:item.Constantan Sheet, Constantan Sheet
tfctech:item.Invar Sheet, Invar Sheet
tfctech:item.Aluminum Double Sheet, Aluminum Double Sheet
tfctech:item.Electrum Double Sheet, Electrum Double Sheet
tfctech:item.Constantan Double Sheet, Constantan Double Sheet
tfctech:item.Invar Double Sheet, Invar Double Sheet
tfctech:item.Log:0, Hevea Log
tfctech:item.Latex Bowl:0, Clay Latex Bowl
tfctech:item.Latex Bowl:1, Ceramic Latex Bowl
tfctech:item.Latex Bowl:2, Ceramic Latex Bowl
tfctech:item.Chalk Powder, Chalk Powder
tfctech:item.Vulcanizing Agents, Vulcanizing Agents
tfctech:item.Rubber Mix, Rubber Mix
tfctech:item.Rubber, Rubber
tfctech:item.Dixie, Dixie (Empty)
tfctech:item.Dixie Bones, Dixie (Water+Bones)
tfctech:item.Dixie Glue, Dixie (Glue)
tfctech:item.Glue, Glue
tfctech:item.Lime Paint:0, Lime Paint (Lime)
tfctech:item.Lime Paint:1, Lime Paint (Black)
tfctech:item.Lime Paint:2, Lime Paint (Blue)
tfctech:item.Lime Paint:3, Lime Paint (Cyan)
tfctech:item.Lime Paint:4, Lime Paint (Gray)
tfctech:item.Lime Paint:5, Lime Paint (Yellow)
tfctech:item.Lime Paint:6, Lime Paint (Orange)
tfctech:item.Lime Paint:7, Lime Paint (Green)
tfctech:item.Lime Paint:8, Lime Paint (Brown)
tfctech:item.Lime Paint:9, Lime Paint (Pink)
tfctech:item.Lime Paint:10, Lime Paint (Silver)
tfctech:item.Lime Paint:11, Lime Paint (Light Blue)
tfctech:item.Lime Paint:12, Lime Paint (White)
tfctech:item.Lime Paint:13, Lime Paint (Red)
tfctech:item.Lime Paint:14, Lime Paint (Purple)
tfctech:item.Lime Paint:15, Lime Paint (Magenta)
tfctech:item.Tin Stripe, Tin Strip
tfctech:item.Aluminum Stripe, Aluminum Strip
tfctech:item.Copper Stripe, Copper Strip
tfctech:item.Gold Stripe, Gold Strip
tfctech:item.Electrum Stripe, Electrum Strip
tfctech:item.Wrought Iron Stripe, Wrought Iron Strip
tfctech:item.Steel Stripe, Steel Strip
tfctech:item.Groove, Groove
tfctech:item.Bowl Mount, Bowl Mount
tfctech:item.Tin Wire, Tin Wire
tfctech:item.Copper Wire, Copper Wire
tfctech:item.Gold Wire, Gold Wire
tfctech:item.Aluminum Wire, Aluminum Wire
tfctech:item.Electrum Wire, Electrum Wire
tfctech:item.Wrought Iron Wire, Iron Wire
tfctech:item.Steel Wire, Steel Wire
tfctech:item.Unfinished Tin Wire:0, Unfinished Tin Wire
tfctech:item.Unfinished Copper Wire:0, Unfinished Copper Wire
tfctech:item.Unfinished Gold Wire:0, Unfinished Gold Wire
tfctech:item.Unfinished Aluminum Wire:0, Unfinished Aluminum Wire
tfctech:item.Unfinished Electrum Wire:0, Unfinished Electrum Wire
tfctech:item.Unfinished Wrought Iron Wire:0, Unfinished Iron Wire
tfctech:item.Unfinished Steel Wire:0, Unfinished Steel Wire
tfctech:item.Gear Piece Mold:0, Clay Gear Piece Mold
tfctech:item.Gear Piece Mold:1, Gear Piece Mold
tfctech:item.Sleeve Mold:0, Clay Sleeve Mold
tfctech:item.Sleeve Mold:1, Sleeve Mold
tfctech:item.Bismuth Bronze Gear Piece, Bismuth Bronze Gear Piece
tfctech:item.Black Bronze Gear Piece, Black Bronze Gear Piece
tfctech:item.Blue Steel Gear Piece, Blue Steel Gear Piece
tfctech:item.Brass Gear Piece, Brass Gear Piece
tfctech:item.Bronze Gear Piece, Bronze Gear Piece
tfctech:item.Copper Gear Piece, Copper Gear Piece
tfctech:item.Gold Gear Piece, Golden Gear Piece
tfctech:item.Wrought Iron Gear Piece, Wrought Iron Gear Piece
